database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	iBAT ZT_00 rep1	iBAT ZT_00 rep2	iBAT ZT_00 rep3	iBAT ZT_00 rep4	iBAT ZT_03 rep1	iBAT ZT_03 rep2	iBAT ZT_03 rep3	iBAT ZT_03 rep4	iBAT ZT_06 rep1	iBAT ZT_06 rep2	iBAT ZT_06 rep3	iBAT ZT_06 rep4	iBAT ZT_09 rep1	iBAT ZT_09 rep2	iBAT ZT_09 rep3	iBAT ZT_09 rep4	iBAT ZT_12 rep1	iBAT ZT_12 rep2	iBAT ZT_12 rep3	iBAT ZT_12 rep4	iBAT ZT_15 rep1	iBAT ZT_15 rep2	iBAT ZT_15 rep3	iBAT ZT_15 rep4	iBAT ZT_18 rep1	iBAT ZT_18 rep2	iBAT ZT_18 rep3	iBAT ZT_18 rep4	iBAT ZT_21 rep1	iBAT ZT_21 rep2	iBAT ZT_21 rep3	iBAT ZT_21 rep4
	C40H76O10P1N1			PS(34:1)	762.5281	[M+H]+															10.2452	8.72921	11.5853	11.2893	15.6041	17.7668	12.739	10.4397	9.79428	9.44163	11.8321	11.7169	9.51095	11.3573	15.3842	9.41866	21.8544	10.3208	22.9939	11.8959	4.27593	5.80543	18.589	4.44312	6.84121	7.6247	22.7344	21.7393	34.2803	12.8393	16.6719	9.11117
	C40H74O10P1N1			PS(34:2)	760.5119	[M+H]+															30.5847	9.25238	11.614	37.3445	25.2254	29.361	21.5946	21.019	38.9375	29.3566	23.7845	29.9401	23.4416	20.4747	46.3897	26.7228	40.4001	23.0391	27.1591	27.3604	5.56701	6.76716	14.2449	8.436	8.12777	23.4812	24.3526	29.2134	58.2552	20.6873	53.912	18.3824
	C42H80O10P1N1			PS(36:1)	790.5581	[M+H]+															76.3182	195.08	208.599	68.5869	263.582	194.745	137.721	49.4764	62.9219	53.9552	78.5768	72.418	61.0202	122.465	57.5413	67.9865	341.701	85.5848	469.068	77.4585	36.1587	61.3431	393.665	66.7201	65.7913	37.3378	539.371	300.342	614.074	132.648	88.9964	45.1315
	C42H78O10P1N1			PS(36:2)	788.5421	[M+H]+															91.1107	66.3252	90.7156	92.0485	106.718	114.728	55.8433	57.9127	95.0571	89.6222	96.4574	99.2346	93.532	124.497	117.501	98.3986	174.48	109.451	180.797	102.417	40.262	58.1439	123.474	42.713	51.1626	64.6301	153.49	149.458	263.071	110.275	146.97	68.2096
	C42H76O10P1N1			PS(36:3)	786.527	[M+H]+															11.6977	4.6888	4.4582	10.7814	10.8603	12.0195	6.70727	6.75722	11.4915	10.6994	11.3199	9.41328	12.6113	9.7892	19.4496	12.2973	20.276	10.517	14.9391	14.4376	2.99679	3.03757	9.3222	1.89367	2.27244	5.43497	10.7851	9.17045	24.1916	8.07442	16.4237	5.47631
	C42H74O10P1N1			PS(36:4)	784.5116	[M+H]+															2.23103	0.188536	0.589915	5.39906	1.60135	2.19106	2.63984	1.0374	4.8227	2.98004	3.36389	2.00863	2.97931	1.80971	5.78796	3.5126	4.32495	2.84251	2.63466	4.70052	0.541795	0.878436	1.51012	0.326438	1.04277	1.85652	2.14528	1.74691	9.21089	1.48243	5.24924	0.834154
	C44H84O10P1N1			PS(38:1)	818.5903	[M+H]+															4.31118	13.0663	13.9034	3.37618	12.8959	13.1589	10.0256	2.38377	2.73442	2.30973	5.57447	3.7313	3.83218	7.94616	3.94701	4.9004	22.9599	4.60067	29.2883	4.26924	1.45016	2.54848	25.5934	3.33632	4.05606	2.12205	38.3969	21.7411	44.5087	8.4554	5.83894	1.75399
	C44H82O10P1N1			PS(38:2)	816.5742	[M+H]+															10.0016	6.04346	7.17365	7.07865	9.9713	8.20113	5.53953	5.08687	9.02188	4.30005	6.10908	10.2418	8.09532	11.9305	8.08966	10.9315	8.54684	7.9666	15.9183	6.69188	6.08723	6.24425	13.7247	8.89314	3.49958	4.45621	16.4161	12.6734	18.3661	9.56927	7.94967	3.43286
	C44H80O10P1N1			PS(38:3)	814.5583	[M+H]+															42.1235	23.8361	23.9961	37.0009	38.3521	36.2121	20.0924	20.0154	36.5142	32.8844	38.7581	33.323	35.2202	36.7863	39.3439	41.3341	52.0021	42.2956	52.2889	43.2307	15.8374	25.7843	35.6044	16.5823	11.6895	16.591	46.0792	35.5219	73.3322	33.3485	51.7214	22.8212
	C44H78O10P1N1			PS(38:4)	812.5424	[M+H]+															191.473	319.561	229.928	131.959	282.395	173.357	27.8465	142.249	114.752	185.295	80.0707	205.408	206.449	325.222	63.3517	229.437	280.361	303.818	238.538	140.976	307.426	431.528	396.166	348.181	148.708	258.915	369.945	329.14	250.563	393.31	335.892	142.873
	C44H74O10P1N1			PS(38:6)	808.5119	[M+H]+															5.91713	0.755956	1.03061	8.65464	3.93414	4.36976	3.01627	2.23612	5.09857	3.02811	5.11707	3.25693	5.16718	1.90142	8.82447	5.58414	5.58579	3.5154	6.58653	8.15959	0.444614	0.292813	2.80691	0.474941	0.978624	2.07339	2.43015	2.41946	13.3066	1.65365	8.55612	1.95037
	C46H88O10P1N1			PS(40:1)	846.6214	[M+H]+															2.5361	17.4464	24.602	2.6225	22.3561	20.2915	20.4741	2.17208	2.8116	1.20044	4.47146	1.56029	2.53471	6.37624	1.57505	1.99946	34.7216	2.96558	42.8531	4.59282	0.560258	0.359648	36.5182	4.10482	6.44236		63.8287	38.4604	65.5247	9.61828	1.69642	0.73802
	C46H86O10P1N1			PS(40:2)	844.6057	[M+H]+															3.02177	5.65624	6.79737	2.3326	9.01859	8.14386	7.00696	0.73537	3.02466	2.70254	4.65093	3.69495	3.20216	4.79233	3.23669	2.71351	13.2623	4.21061	18.7311	5.35198	0.229081	0.382245	13.6936	2.2945	1.74912	0.651524	21.4622	11.2844	26.457	4.26078	2.50546	1.04915
	C46H82O10P1N1			PS(40:4)	840.574	[M+H]+															27.0724	50.4072	34.2168	29.7498	34.8144	30.7438	3.61349	16.0207	19.1744	25.3556	20.5076	26.6173	26.6708	47.4395	12.6803	27.1145	41.6487	48.8539	47.8318	28.7441	49.3013	86.4849	83.2309	62.933	16.7108	38.0409	62.1154	53.7666	63.7625	59.2978	51.3844	23.0289
	C46H80O10P1N1			PS(40:5)	838.5582	[M+H]+															21.1431	7.03286	9.29945	18.7366	19.1327	22.9146	10.6445	7.06877	18.5226	13.5159	19.0309	13.9707	18.0135	15.9951	20.422	17.4469	21.4155	17.243	25.524	22.377	6.16102	8.26918	13.4731	5.51148	4.29411	4.24378	19.2924	14.68	43.5676	14.7576	20.5614	8.50932
	C46H78O10P1N1			PS(40:6)	836.5425	[M+H]+															38.5409	12.235	19.7186	52.1527	51.872	55.0947	21.5174	14.1245	43.7734	32.2976	43.6103	29.17	50.4185	43.1003	47.0798	39.2434	49.8135	36.6861	59.1134	49.8285	10.0203	11.6436	26.8279	8.77139	12.237	15.5972	36.5005	33.4744	104.44	31.7317	41.4407	22.616
	C48H92O10P1N1			PS(42:1)	874.6529	[M+H]+															3.75083	30.7788	39.5498	3.7457	37.5099	31.9988	31.8477	5.25865	1.64356	1.1631	12.2984	4.1825	5.07021	14.1622	3.48363	3.77957	58.8812	7.15405	85.6092	7.98336	2.44512	2.33216	64.9316	8.19232	6.67691	1.56454	110.721	58.0728	114.608	17.0236	3.76468	1.20051
	C22H44O9P1N1			LPS(16:0)	496.2692	[M+H]+															23.2668	19.448	11.2145	30.049	19.4619	17.8373	16.3934	14.8025	21.9998	19.6232	14.5793	15.9666	15.829	19.4041	20.8311	17.102	18.4747	21.3803	21.2592	15.8333	18.6451	13.9502	18.5874	20.9182	8.18078	16.4813	26.8629	20.5132	30.7944	18.7487	29.7463	13.3355
	C24H48O9P1N1			LPS(18:0)	524.2998	[M+H]+															134.334	128.683	87.2875	165.78	124.091	103.587	77.4562	61.9001	119.619	106.137	101.032	120.418	114.689	183.114	107.337	118.368	119.676	154.64	189.045	99.2006	131.368	147.737	165.171	135.928	61.6478	91.3425	201.86	176.122	246.1	166.895	177.479	75.1972
	C24H46O9P1N1			LPS(18:1)	522.2842	[M+H]+															19.6196	33.0298	29.3154	16.8737	32.3546	23.6215	20.7286	11.9528	16.1427	14.4825	18.3644	13.0948	18.5372	30.7742	19.2572	20.2798	44.833	22.4929	48.2597	17.6496	17.975	21.2606	72.6761	18.9709	8.74612	10.4263	73.3529	41.8923	71.3009	24.34	28.3172	11.1593
	C24H44O9P1N1			LPS(18:2)	520.2686	[M+H]+															22.8772	14.4888	12.5672	20.5855	18.7966	18.1002	15.6131	14.3077	22.9608	19.9007	22.8159	15.7558	19.3465	26.2391	29.8846	24.5051	28.6536	23.3069	27.5944	18.6759	14.3556	19.1415	25.4985	13.1126	5.92978	16.4275	26.1894	23.1794	28.9689	23.3094	41.9418	13.3386
	C25H48O9P1N1			LPS(19:1)	538.3137	[M+H]+															1.26808	1.96987	0.72944	0.976239	1.68782	0.549048	0.043506	0.358907	0.54115	0.839216	0.290394	1.02623	1.08566	1.71205	0.454946	1.13297	1.56998	2.26602	2.09031	0.883159	0.88498	2.63192	2.65318	1.35351	0.422543	1.32492	1.42817	1.05932	1.2249	1.64889	1.61001	0.770759
	C26H50O9P1N1			LPS(20:1)	550.3156	[M+H]+															1.8295	1.48477	0.987916	1.8921	1.87725	1.0536	1.01067	0.975319	1.60506	1.45896	1.68366	1.4241	1.72567	2.19007	1.22799	1.58205	1.87929	1.98657	2.16406	1.39503	1.19661	1.61019	2.12891	1.18951	0.567834	0.93439	1.97475	1.88863	2.73457	2.07729	2.4962	0.98731
	C26H48O9P1N1			LPS(20:2)	548.2999	[M+H]+															1.14463	0.405639	0.441015	1.18408	1.07441	0.410092	0.606009	0.554746	1.04461	0.7916	1.16708	0.833856	1.03442	0.971922	1.06397	1.43767	0.829156	1.26633	0.952657	0.694202	0.594673	0.833286	1.08607	0.468891	0.287285	0.47999	0.953339	0.89743	1.40844	0.852991	1.23719	0.530532
	C26H46O9P1N1			LPS(20:3)	546.2844	[M+H]+															7.41759	3.96026	3.8158	5.62028	5.79165	4.59762	4.55146	3.50746	6.32279	4.72442	8.07232	4.33098	6.19004	5.45889	8.86016	7.19535	7.28738	6.92846	7.70445	6.68039	4.25151	5.05385	7.67174	4.01992	1.37476	3.61582	7.5308	4.14524	7.61772	3.97115	11.335	3.184
	C26H44O9P1N1			LPS(20:4)	544.2687	[M+H]+															11.6636	6.09768	5.59818	13.1504	8.51678	7.63089	8.49168	5.77591	10.9531	8.29572	12.4854	5.80866	11.7162	10.5996	14.9933	11.193	11.3808	9.74878	12.5838	10.8829	6.0538	6.48653	10.9647	5.29771	2.99624	5.61209	10.4278	7.64805	16.5819	7.30273	16.5222	5.55276
	C28H52O9P1N1			LPS(22:2)	578.3447	[M+H]+															0.514397	1.08635	0.621312	0.439051	0.783886	0.267381	0.0407072	0.0837214	0.242713	0.520589	0.123574	0.415288	0.329134	0.283572	0.0687127	0.378158	0.839015	0.996129	0.852454	0.314538	0.856535	1.67024	1.49067	0.940671	0.226239	0.747772	0.818691	1.02219	0.530271	0.964843	1.10095	0.203994
	C28H48O9P1N1			LPS(22:4)	572.3	[M+H]+															2.73543	1.74031	1.12802	3.06968	2.49523	2.27423	2.07668	1.39259	2.72398	1.88744	3.45782	1.76262	2.90115	1.9643	3.61195	2.66927	3.05096	2.3698	4.13128	2.52505	1.61549	1.40311	2.8774	1.22213	0.69778	1.23561	2.74003	1.47127	4.85088	1.4715	3.63908	1.09882
	C28H46O9P1N1			LPS(22:5)	570.2844	[M+H]+															3.50362	1.39477	0.920414	3.68076	3.10663	2.75564	3.07366	1.66247	3.41968	1.92388	4.23677	1.7053	2.43103	1.76307	4.94952	3.38882	3.06497	2.80784	3.58681	2.82951	5.25503	0.91214	2.15814	0.631443	0.573408	1.2464	2.15568	1.66919	4.26283	1.80122	3.89224	1.28092
	C28H44O9P1N1			LPS(22:6)	568.2688	[M+H]+															12.0862	3.52441	2.84128	12.6909	9.0827	7.24365	8.6303	3.57575	12.3353	7.33236	15.9707	5.74123	11.0795	7.45449	17.487	11.488	8.71089	9.0613	11.0449	11.9407	3.25347	2.64167	5.44965	2.59924	1.6501	3.88361	4.55904	4.16095	13.8097	3.77451	14.2803	4.25141
	C21H41O4N1			AC(14:0)	372.3106	[M+H]+															2.82842	2.84771	4.25448	3.0364	7.51598	5.76419	4.81397	1.62676	2.49226	3.2217	2.66043	3.20314	4.66336	6.0114	2.98731	3.13472	10.3407	3.6855	8.60818	4.12138	2.75907	4.86245	7.19075	2.76136	1.92183	2.92864	7.16306	4.27781	37.0846	5.84665	10.8355	5.70611
	C21H39O4N1			AC(14:1)	370.295	[M+H]+															0.560369	0.401345	0.919259	0.262443	1.03289	0.880343	0.478064	0.509616	0.468357	0.87147	0.828941	0.927052	1.06204	2.2648	1.19306	1.2685	3.19655	1.94553	3.46332	3.44964	0.81275	3.4736	1.1318	0.604429	0.177143	1.35857	0.976307	0.342441	4.66911	1.103	9.38888	2.79454
	C21H37O4N1			AC(14:2)	368.2793	[M+H]+															0.755279	0.144222	0.725721	0.152374	0.458566	0.673215	0.131699	0.459151	0.424452	0.395897	0.616074	0.937511	0.864918	1.17836	0.990834	1.37148	0.579204	0.785676	2.82229	3.45557	0.773619	4.58972	2.01542	0.35937	0.0567689	0.145063	0.54595	0.0961087	1.0407	0.46207	1.43687	0.744825
	C22H43O4N1			AC(15:0)	386.3261	[M+H]+															8.24788	6.77598	7.814	4.31235	6.09029	7.47447	2.22835	8.4369	5.98705	6.86866	6.149	6.22504	12.267	9.8263	6.25762	7.59445	6.29549	8.58978	8.92783	7.65218	8.05246	6.65468	8.21691	7.38368	5.93748	3.09323	5.22576	2.44013	5.79523	8.81292	11.1539	7.54467
	C22H41O4N1			AC(15:1)	384.3106	[M+H]+															2.8528	5.35049	2.24911	3.01282	4.4806	5.26244	1.53653	2.25528	2.07423	4.50706	3.70981	3.69602	8.68689	6.70244	1.88523	4.64755	8.92529	6.08859	5.81968	3.22445	10.5748	8.0946	11.9269	10.4928	2.3981	4.11737	4.39536	4.18749	4.59633	11.0418	5.50593	3.98346
	C22H39O4N1			AC(15:2)	382.2949	[M+H]+															6.66395	9.29785	7.67405	3.74691	9.09144	9.49956	8.77945	8.97655	6.5339	8.93885	7.82767	11.6871	8.39438	15.4835	13.7561	8.03051	21.1778	8.69347	12.0161	12.1593	16.1985	15.6778	13.695	11.6013	5.80012	6.43854	12.0751	10.3718	6.32558	11.1077	9.57093	10.174
	C23H45O4N1			AC(16:0)	400.3418	[M+H]+															11.0852	8.22349	13.1399	16.0466	34.6366	28.1036	26.6642	5.84507	11.4808	11.7004	6.93809	11.3329	11.2686	24.3345	8.73773	8.90874	37.3304	24.5865	38.2846	17.3374	2.90862	6.50291	22.4771	3.86361	4.18197	6.71131	30.513	12.4279	159.387	13.6731	86.3356	18.0882
	C23H43O4N1			AC(16:1)	398.3261	[M+H]+															4.17505	3.20849	4.35912	3.0296	7.92706	5.4159	3.73895	3.02728	3.03414	4.85959	3.01292	4.07031	4.72855	8.67238	4.08799	5.23315	19.3704	10.5353	16.4048	15.6375	4.58728	17.8778	9.42046	3.73971	1.67828	10.1934	4.48155	4.60769	35.1243	5.88724	64.6675	13.2159
	C23H41O4N1			AC(16:2)	396.3104	[M+H]+															1.46111	0.584458	1.33776	0.453858	2.47758	1.53416	0.961131	0.67084	0.658879	1.24533	1.2583	1.09987	2.03777	2.37999	1.70343	2.46934	3.94443	4.02765	4.71427	7.06027	1.84042	8.39287	2.08817	1.16998	0.157907	2.70952	0.75115	0.342076	6.74105	0.953997	15.6842	7.12312
	C23H39O4N1			AC(16:3)	394.2949	[M+H]+															1.45573	1.87885	0.642805	1.17461	1.41076	0.918286	0.325757	0.741806	1.34082	1.40032	0.856694	1.00904	1.10624	2.22428	0.672178	2.01205	0.855296	1.5266	2.04193	1.10404	1.81997	2.38634	2.16707	1.88045	0.615803	0.550398	1.6991	0.786751	1.67076	1.83841	3.01136	1.2084
	C24H45O4N1			AC(17:1)	412.3417	[M+H]+															2.37844	1.53713	1.93058	0.850433	2.02272	1.70358	0.298855	1.13924	1.59389	2.14238	0.916752	1.79741	3.03674	3.13901	1.6937	2.56318	1.44323	2.66053	2.29695	2.21237	1.89847	2.2839	3.0497	2.92433	0.657269	0.975098	1.30086	1.00392	2.41276	2.72599	2.64786	2.58706
	C24H43O4N1			AC(17:2)	410.3263	[M+H]+															2.56058	1.76757	0.461624	3.26914	1.57343	1.11228	0.922831	1.77198	1.52476	1.12724	1.64457	1.90796	1.6095	2.9377	2.0449	1.76427	0.838284	1.61936	1.89721	1.54569	1.7899	2.48189	2.44006	1.54871	1.41965	2.30139	1.33007	2.98178	3.67772	2.21246	1.83892	1.57602
	C25H49O4N1			AC(18:0)	428.373	[M+H]+															7.86318	12.3447	14.9912	11.2282	21.7201	14.6834	16.4723	5.364	7.11772	8.86394	6.26066	8.75889	8.66296	12.7541	8.8647	9.01662	32.7776	18.617	38.548	15.5956	5.95214	11.8542	24.7214	5.33727	4.89309	9.4127	31.9958	17.2061	63.2499	11.6028	83.2759	14.9556
	C25H47O4N1			AC(18:1)	426.3573	[M+H]+															10.8284	3.53595	5.84988	6.21339	20.1836	13.0131	6.93176	2.67109	9.98299	11.9969	4.50942	7.48842	9.42534	17.4874	8.29053	10.2263	29.9613	20.3164	29.502	30.0488	4.81634	13.1965	11.2159	2.46651	1.97006	5.52587	8.27244	5.97336	107.219	6.52334	59.2425	19.9004
	C25H45O4N1			AC(18:2)	424.3417	[M+H]+															11.3681	3.48739	6.3851	6.44768	14.2526	8.49371	5.02408	3.90616	10.0027	11.6601	7.80484	8.28076	12.0575	14.7178	11.4439	15.2812	27.8961	22.8366	39.5483	44.3801	6.63283	47.2593	6.96743	6.27265	1.9207	14.6628	5.27142	4.8548	61.8619	6.3398	94.0268	39.5508
	C25H43O4N1			AC(18:3)	422.3261	[M+H]+															3.24712	1.0938	1.72636	0.650397	2.79254	1.74051	0.761312	1.29494	3.2683	2.47633	3.85628	2.16407	4.01519	2.59798	3.62878	5.20749	4.52362	5.50612	8.39636	7.31017	1.56746	7.92334	1.60793	2.07248	0.252698	2.41401	1.90237	0.837831	3.29013	2.22084	16.9184	4.42043
	C25H41O4N1			AC(18:4)	420.3108	[M+H]+															1.87197	1.79243	0.947612	1.43801	2.62324	1.07493	0.166202	0.829576	1.22429	1.68134	1.05806	1.52044	2.1743	2.36414	0.667489	2.17191	1.78493	2.853	2.87481	1.28721	1.72762	4.08392	2.34655	2.203	0.520481	1.163	1.6424	1.05118	2.08575	2.29076	1.89397	1.85037
	C26H51O4N1			AC(19:0)	442.3886	[M+H]+															0.690787	0.559717	1.12341	0.625758	0.694245	0.663814	0.540517	0.595939	0.2483	0.596528	0.47237	0.532529	0.478055	0.861123	0.572836	0.49538	0.987629	0.706866	1.01447	1.06325	0.66822	0.706427	0.621355	0.692893	0.608502	0.445626	1.17323	0.515534	0.937776	1.03473	1.59929	1.10388
	C26H47O4N1			AC(19:2)	438.3575	[M+H]+															0.945287	0.664156	0.899939	0.696395	0.92607	0.821675	1.3916	1.08467	0.827932	0.585344	0.878369	0.561545	0.936759	0.816943	0.929923	1.99223	1.09248	0.580353	2.80955	2.54844	2.30306	4.56896	2.34194	0.77543	0.808458	1.46651	0.593542	1.40968	1.02513	0.721887	3.75035	2.13381
	C26H45O4N1			AC(19:3)	436.342	[M+H]+															0.214131	0.0992383	0.401843	0.214823	0.172584	0.331954	0.0771545	0.117667	0.216723	0.151935	0.0648914	0.140942	0.210543	0.429537	0.186266	0.309267	0.455629	0.274447	0.449263	0.409623	0.454415	0.872356	0.456723	0.575257	0.273982	0.248096	0.52368	0.26681	0.467144	0.426604	0.505442	0.26658
	C27H53O4N1			AC(20:0)	456.4044	[M+H]+															6.52051	2.70423	6.13867	7.05146	5.97096	6.21322	11.9387	3.45048	4.50798	5.59976	2.82687	4.53165	5.50653	5.26934	7.36011	6.1197	8.91898	10.1068	10.3741	5.61214	5.1152	5.58556	4.90973	1.95334	2.8958	3.98864	9.92669	6.97292	10.2722	4.96465	43.4955	12.8917
	C27H51O4N1			AC(20:1)	454.3888	[M+H]+															2.87671	1.5066	5.14351	2.93298	8.21442	4.86684	4.72653	2.5326	1.96553	3.29624	2.41697	2.69649	3.60497	4.64639	4.55898	4.56942	9.33737	6.28981	10.0415	7.5053	3.84531	9.00649	8.40255	1.72239	1.43047	2.86481	4.18561	4.48442	17.0691	5.32713	47.7838	8.94517
	C27H49O4N1			AC(20:2)	452.3733	[M+H]+															1.22316	1.11162	6.0714	0.992925	4.50452	1.6108	1.85117	2.20003	0.587686	1.36546	1.58086	1.6475	1.8439	2.21992	2.85253	3.15795	9.73758	3.83059	10.7998	8.5665	6.87332	26.4502	12.6534	1.74721	1.3919	4.05095	2.14627	4.12755	11.3922	4.24758	44.8607	4.79065
	C27H47O4N1			AC(20:3)	450.3577	[M+H]+															0.265534	0.196409	0.954687	0.317342	0.864066	0.255741	0.342105	0.223831	0.252618	0.458108	0.516042	0.314148	0.531526	0.370138	0.707469	0.523376	2.17298	0.821806	2.84785	1.90551	0.664225	6.11045	2.01931	0.314084	0.218257	0.980753	0.177894	0.668811	2.22256	0.164496	9.68685	0.981035
	C27H45O4N1			AC(20:4)	448.342	[M+H]+															2.71279	0.229947	1.63526	4.15093	3.13811	1.80166	2.39598	1.56226	3.92904	2.54345	2.52971	1.61881	2.68427	1.75055	4.10183	3.32243	5.46632	2.87049	4.81875	5.21102	0.400734	1.57692	0.654415	0.167235	0.0810481	0.753505	1.17368	0.260699	7.38204	1.27632	9.76136	1.80755
	C28H55O4N1			AC(21:0)	470.4204	[M+H]+															0.862842	0.236484	0.0889474	0.370533	0.234349	0.206206	0.232963	0.115584	1.2107	1.10744	0.272937	0.327781	0.335735	0.219461	0.489954	0.223657	0.398661	0.321608	1.18644	0.45942	0.134129	0.218279	0.378175	0.0481211	0.298035	0.241505	0.295097	0.342937	0.856428	0.261152	1.96088	1.01708
	C28H53O4N1			AC(21:1)	468.4044	[M+H]+															0.484877	0.0272999	0.109019	0.230764	0.325074	0.122431	0.110842	0.13813	0.48554	0.527106	0.452282	0.248627	0.985344	0.857103	0.872716	1.45803	0.538465	0.631845	0.909397	0.747275	0.0726063	1.16765	0.11287	0.117125	0.140451	0.160675	0.055324	0.0676455	0.62591	0.429952	2.11614	1.0987
	C28H51O4N1			AC(21:2)	466.389	[M+H]+															2.87514	2.37539	2.23548	1.56607	2.31117	1.97378	5.0611	3.27626	1.71848	3.04086	3.18843	1.90694	2.80796	1.61961	3.03803	3.01943	2.16414	2.13866	5.57891	5.52337	4.92919	10.7758	4.92797	1.64744	1.53028	1.22698	1.87738	2.31108	1.75515	3.58952	5.87439	4.42251
	C28H49O4N1			AC(21:3)	464.3733	[M+H]+															2.01652	1.8435	1.94875	1.30006	1.6351	1.12404	1.69521	1.31592	1.63319	2.085	1.70069	1.55083	1.5951	2.45414	1.47424	1.87898	1.27152	1.87814	6.38278	3.64361	3.57344	8.45414	4.69334	1.76746	1.08626	1.83413	1.51318	2.3097	1.49089	3.34541	3.76807	2.65255
	C29H57O4N1			AC(22:0)	484.436	[M+H]+															3.79628	1.02592	1.29827	2.11371	1.77769	1.95762	2.07541	0.579509	3.9166	3.085	0.950288	1.55631	1.97336	1.09017	1.9742	1.55927	2.46439	2.03231	3.64999	1.53423	1.20487	1.16807	1.81041	0.662498	0.494396	1.55116	3.57812	2.418	3.18945	1.30566	5.76687	3.2178
	C29H55O4N1			AC(22:1)	482.4204	[M+H]+															5.75652	1.07605	4.79857	4.16427	4.90228	4.66704	8.88905	3.67154	2.78206	3.58364	3.51695	3.69917	5.85932	5.90596	7.65879	11.0141	9.03129	8.75021	7.57909	6.26054	4.99362	12.15	6.92462	1.98192	1.52285	1.77887	5.16007	3.2256	4.82951	4.98806	37.5717	11.2327
	C29H53O4N1			AC(22:2)	480.4047	[M+H]+															2.61378	0.910958	4.21422	1.99673	3.18582	2.43395	3.32745	1.69233	0.931195	1.89207	1.5992	1.38868	2.29343	2.31282	2.7714	4.4449	3.04455	4.11909	4.95993	3.62077	3.29088	11.2033	5.26221	1.49789	0.904728	1.57454	2.96379	2.27771	3.91023	3.07531	24.7171	4.6884
	C30H55O4N1			AC(23:2)	494.42	[M+H]+															1.09511	0.131257	0.25319	0.833664	0.444794	0.801852	1.05019	0.494067	0.604096	1.06035	0.603716	0.738952	0.757371	0.599006	0.698239	1.01533	0.227226	0.514202	0.602767	0.555646	0.574717	0.764242	0.272117	0.342536	0.101042	0.166597	0.451746	0.190963	0.537003	0.635848	0.78988	1.193
	C30H53O4N1			AC(23:3)	492.4043	[M+H]+															4.54988	3.55083	2.95453	1.46076	3.99081	2.92662	1.46137	0.713961	1.91636	2.88977	2.90898	2.89854	4.04436	5.91124	1.33363	4.2094	2.08227	8.93935	6.16116	2.76127	3.15064	19.1443	3.80714	3.46452	1.20646	0.896836	3.66324	1.36196	2.3015	6.47871	3.23488	2.79078
	C31H61O4N1			AC(24:0)	512.4672	[M+H]+															2.1265	1.39673	1.46432	0.713804	1.31824	1.21099	0.979056	0.289094	2.92573	2.3728	0.710933	0.830558	1.21085	0.713355	0.709594	0.530855	1.51516	1.40828	3.07831	1.18753	1.10062	1.80005	2.19911	0.74556	0.432937	1.5401	3.63491	2.23242	3.21744	0.823845	1.97961	1.57188
	C31H59O4N1			AC(24:1)	510.4517	[M+H]+															0.852421	0.396961	0.886088	0.81527	0.873467	0.727481	0.909689	0.179946	0.679455	0.85358	0.448082	0.541588	0.618762	0.365617	0.525676	1.0835	1.11398	1.20523	1.87425	0.833331	0.304351	1.15732	1.23495	0.32114	0.101412	0.584536	1.42006	0.744475	1.43882	0.641116	1.81019	1.23216
	C31H55O4N1			AC(24:3)	506.4203	[M+H]+															0.224679	0.265436	0.367802	0.211794	0.413624	0.259288	0.287902	0.172501	0.275473	0.447725	0.210859	0.21076	0.308775	0.409323	0.28603	0.494979	0.313041	0.382053	0.248377	0.216814	0.226631	0.334303	0.315256	0.219025	0.217633	0.222214	0.0897526	0.0499428	0.294862	0.295578	0.639015	0.297825
	C19H37O5N1			AC-OH(12:0)	360.2743	[M+H]+															0.83083	0.370204	1.4651	0.21618	0.564008	0.636951	0.826299	0.409176	0.371206	0.909466	0.612427	0.357101	1.3597	1.64531	0.709116	1.49033	1.90859	1.73488	4.62181	4.07921	0.29688	3.78421	1.52448	0.512739	0.846928	3.17069	0.990526	0.809856	2.13248	0.809681	7.45053	3.20564
	C20H39O5N1			AC-OH(13:0)	374.2898	[M+H]+															22.9424	30.2134	15.4983	13.9006	36.7707	15.1026	2.63677	11.2833	16.1168	21.684	26.339	21.9005	31.0402	48.9812	16.144	33.7725	29.5984	53.273	50.3855	18.7872	28.641	63.987	50.8446	32.6688	9.35894	17.9771	26.3679	17.5663	30.9787	41.5124	41.0699	19.0765
	C20H37O5N1			AC-OH(13:1)	372.274	[M+H]+															14.4945	19.3834	11.3404	10.2477	23.5661	9.59392	1.67522	6.57216	8.88859	14.3101	6.54604	13.9516	19.1831	30.6142	5.81415	19.0036	17.0073	34.5589	27.29	11.1121	18.8337	52.9583	37.2625	21.4294	7.20943	13.4532	19.3601	12.4421	22.0908	30.6176	23.2707	12.1485
